id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27086,Entire home/apt in Flushing,13564,Stephen,Queens,Flushing,40.742219,-73.835202,Entire home/apt,147,1,14,2024-08-25,14.0,8,52
27087,Private room in Forest Hills,13564,Stephen,Queens,Forest Hills,40.7431,-73.897337,Private room,33,1,24,2024-08-15,24.0,8,84
27088,Private room in Jackson Heights,13564,Stephen,Queens,Jackson Heights,40.708491,-73.841942,Private room,65,2,16,2024-08-13,16.0,8,121
27089,Private room in Long Island City,13564,Stephen,Queens,Long Island City,40.748624,-73.82942,Private room,79,5,23,2024-08-29,23.0,8,345
27090,Private room in Jamaica,13564,Stephen,Queens,Jamaica,40.689276,-73.861723,Private room,32,1,4,2024-08-13,4.0,8,191
27091,Entire home/apt in Jamaica,13565,Paul,Queens,Jamaica,40.734745,-73.864462,Entire home/apt,114,14,64,2024-08-29,64.0,1,164
27092,Private room in Elmhurst,13566,Mark,Queens,Elmhurst,40.718006,-73.838303,Private room,56,2,23,2024-08-13,23.0,1,207
27093,Entire home/apt in Forest Hills,13567,Michael,Queens,Forest Hills,40.715114,-73.885973,Entire home/apt,226,2,3,2024-08-29,3.0,1,305
27094,Entire home/apt in Jackson Heights,13568,Amanda,Queens,Jackson Heights,40.718325,-73.828989,Entire home/apt,110,2,11,2024-08-04,11.0,3,281
27095,Private room in Astoria,13568,Amanda,Queens,Astoria,40.683716,-73.885132,Private room,76,5,9,2024-06-26,4.03,3,69
27096,Private room in Elmhurst,13568,Amanda,Queens,Elmhurst,40.734541,-73.884433,Private room,84,1,55,2024-08-22,55.0,3,81
27097,Entire home/apt in Forest Hills,13569,Jennifer,Queens,Forest Hills,40.728666,-73.877371,Entire home/apt,206,1,12,2024-08-19,12.0,1,86
27098,Entire home/apt in Jamaica,13570,Stephanie,Queens,Jamaica,40.732156,-73.871794,Entire home/apt,115,1,1,2024-08-16,1.0,1,249
27099,Private room in Flushing,13571,Rachel,Queens,Flushing,40.69931,-73.880787,Private room,58,14,20,2024-08-12,20.0,1,361
27100,Entire home/apt in Long Island City,13572,Carol,Queens,Long Island City,40.714077,-73.841126,Entire home/apt,120,14,1,2024-07-06,0.53,1,338
27101,Private room in Woodside,13573,Michael,Queens,Woodside,40.73041,-73.878614,Private room,104,2,30,2024-08-25,30.0,3,348
27102,Entire home/apt in Astoria,13573,Michael,Queens,Astoria,40.732092,-73.841296,Entire home/apt,90,14,26,2024-08-31,26.0,3,146
27103,Private room in Jackson Heights,13573,Michael,Queens,Jackson Heights,40.749665,-73.810393,Private room,95,1,21,2024-08-19,21.0,3,131
27104,Private room in Forest Hills,13574,Stephen,Queens,Forest Hills,40.713657,-73.842546,Private room,93,2,13,2024-08-10,13.0,1,144
27105,Entire home/apt in Forest Hills,13575,Matthew,Queens,Forest Hills,40.715361,-73.822823,Entire home/apt,191,30,25,2024-08-31,25.0,1,359
27106,Entire home/apt in Flushing,13576,Donald,Queens,Flushing,40.696105,-73.838707,Entire home/apt,127,7,21,2024-08-28,21.0,1,168
27107,Private room in Long Island City,13577,Michelle,Queens,Long Island City,40.741645,-73.874015,Private room,15,14,24,2024-08-06,24.0,1,166
27108,Private room in Astoria,13578,Angela,Queens,Astoria,40.730811,-73.903513,Private room,56,14,8,2024-08-10,8.0,1,331
27109,Private room in Jackson Heights,13579,Andrew,Queens,Jackson Heights,40.690446,-73.848638,Private room,74,2,22,2024-06-21,9.17,1,364
27110,Entire home/apt in Jackson Heights,13580,Eric,Queens,Jackson Heights,40.719895,-73.877913,Entire home/apt,150,2,14,2024-08-05,14.0,1,294
27111,Entire home/apt in Long Island City,13581,Michelle,Queens,Long Island City,40.723422,-73.825761,Entire home/apt,133,1,3,2024-05-27,0.93,1,49
27112,Entire home/apt in Astoria,13582,Stephanie,Queens,Astoria,40.764322,-73.873217,Entire home/apt,162,2,6,2024-08-03,6.0,5,110
27113,Private room in Astoria,13582,Stephanie,Queens,Astoria,40.752273,-73.838241,Private room,95,3,28,2024-08-31,28.0,5,160
27114,Entire home/apt in Jamaica,13582,Stephanie,Queens,Jamaica,40.705778,-73.860586,Entire home/apt,54,1,3,2024-08-27,3.0,5,36
27115,Private room in Long Island City,13582,Stephanie,Queens,Long Island City,40.711342,-73.883326,Private room,55,2,5,2024-08-23,5.0,5,43
27116,Private room in Woodside,13582,Stephanie,Queens,Woodside,40.694562,-73.885896,Private room,43,2,5,2024-07-10,2.83,5,87
27117,Entire home/apt in Elmhurst,13583,Daniel,Queens,Elmhurst,40.74059,-73.851176,Entire home/apt,125,1,13,2024-06-30,6.19,1,63
27118,Private room in Jamaica,13584,Michelle,Queens,Jamaica,40.686925,-73.864809,Private room,61,1,23,2024-08-22,23.0,1,127
27119,Private room in Jackson Heights,13585,Kimberly,Queens,Jackson Heights,40.70296,-73.880104,Private room,126,1,34,2024-05-25,10.3,1,95
27120,Entire home/apt in Jamaica,13586,Jennifer,Queens,Jamaica,40.751797,-73.821551,Entire home/apt,83,1,45,2024-08-25,45.0,1,51
27121,Entire home/apt in Forest Hills,13587,Melissa,Queens,Forest Hills,40.74432,-73.825607,Entire home/apt,78,1,49,2024-08-01,47.42,1,212
27122,Private room in Elmhurst,13588,Olivia,Queens,Elmhurst,40.732947,-73.891216,Private room,98,7,5,2024-08-26,5.0,1,356
27123,Private room in Woodside,13589,Brittany,Queens,Woodside,40.712699,-73.876566,Private room,15,5,8,2024-08-03,8.0,1,317
27124,Entire home/apt in Jamaica,13590,Jeffrey,Queens,Jamaica,40.736728,-73.770269,Entire home/apt,157,3,56,2024-08-27,56.0,1,259
27125,Private room in Forest Hills,13591,Emily,Queens,Forest Hills,40.776705,-73.886104,Private room,59,14,45,2024-08-07,45.0,1,244
27126,Entire home/apt in Forest Hills,13592,Emma,Queens,Forest Hills,40.762123,-73.824116,Entire home/apt,168,7,34,2024-08-29,34.0,1,307
27127,Entire home/apt in Woodside,13593,Ryan,Queens,Woodside,40.740773,-73.918805,Entire home/apt,163,2,5,2024-08-13,5.0,3,45
27128,Entire home/apt in Long Island City,13593,Ryan,Queens,Long Island City,40.74227,-73.834306,Entire home/apt,92,1,28,2024-08-28,28.0,3,246
27129,Private room in Jackson Heights,13593,Ryan,Queens,Jackson Heights,40.730066,-73.831869,Private room,41,1,21,2024-06-14,7.97,3,219
27130,Shared room in Woodside,13594,Olivia,Queens,Woodside,40.726673,-73.806261,Shared room,46,2,25,2024-08-04,25.0,1,329
27131,Private room in Astoria,13595,Melissa,Queens,Astoria,40.723887,-73.8603,Private room,36,7,76,2024-08-30,76.0,2,108
27132,Private room in Elmhurst,13595,Melissa,Queens,Elmhurst,40.759032,-73.867678,Private room,48,2,0,,0.0,2,286
27133,Entire home/apt in Woodside,13596,Stephen,Queens,Woodside,40.731697,-73.853231,Entire home/apt,132,1,3,2024-07-29,2.65,1,88
27134,Private room in Jackson Heights,13597,John,Queens,Jackson Heights,40.734528,-73.897833,Private room,122,2,20,2024-07-09,11.11,1,190
27135,Private room in Jamaica,13598,Donald,Queens,Jamaica,40.761134,-73.862677,Private room,66,1,19,2024-08-11,19.0,1,138
27136,Entire home/apt in Jamaica,13599,Brenda,Queens,Jamaica,40.716319,-73.905345,Entire home/apt,96,1,49,2024-08-14,49.0,1,139
27137,Private room in Elmhurst,13600,Amy,Queens,Elmhurst,40.752932,-73.826668,Private room,33,5,19,2024-08-30,19.0,1,292
27138,Entire home/apt in Forest Hills,13601,Kenneth,Queens,Forest Hills,40.756247,-73.808565,Entire home/apt,100,14,25,2024-07-01,12.1,1,35
27139,Private room in Long Island City,13602,Michelle,Queens,Long Island City,40.72985,-73.840497,Private room,15,1,5,2024-03-24,0.93,1,330
27140,Private room in Astoria,13603,Christina,Queens,Astoria,40.7343,-73.881656,Private room,76,14,41,2024-08-20,41.0,1,273
27141,Entire home/apt in Jamaica,13604,Eric,Queens,Jamaica,40.673979,-73.888233,Entire home/apt,37,7,1,2024-08-02,1.0,1,65
27142,Private room in Flushing,13605,Laura,Queens,Flushing,40.736379,-73.805545,Private room,43,1,19,2024-08-10,19.0,1,222
27143,Entire home/apt in Forest Hills,13606,Brenda,Queens,Forest Hills,40.74151,-73.85278,Entire home/apt,168,2,34,2024-08-28,34.0,1,271
27144,Private room in Forest Hills,13607,Gary,Queens,Forest Hills,40.774281,-73.831421,Private room,114,2,49,2024-08-01,47.42,8,116
27145,Private room in Astoria,13607,Gary,Queens,Astoria,40.738207,-73.909692,Private room,30,5,38,2024-08-26,38.0,8,280
27146,Private room in Flushing,13607,Gary,Queens,Flushing,40.747364,-73.859075,Private room,36,2,92,2024-08-31,92.0,8,27
27147,Private room in Astoria,13607,Gary,Queens,Astoria,40.794195,-73.87111,Private room,38,1,68,2024-08-29,68.0,8,26
27148,Private room in Long Island City,13607,Gary,Queens,Long Island City,40.711291,-73.893687,Private room,108,1,0,,0.0,8,313
27149,Private room in Long Island City,13607,Gary,Queens,Long Island City,40.733558,-73.849416,Private room,47,2,26,2024-07-28,22.29,8,187
27150,Private room in Jackson Heights,13607,Gary,Queens,Jackson Heights,40.716103,-73.877138,Private room,52,30,34,2024-07-29,30.0,8,27
27151,Private room in Elmhurst,13607,Gary,Queens,Elmhurst,40.695438,-73.869408,Private room,78,1,10,2024-08-23,10.0,8,357
27152,Entire home/apt in Elmhurst,13608,Jessica,Queens,Elmhurst,40.731471,-73.869321,Entire home/apt,15,14,4,2024-07-12,2.35,1,221
27153,Private room in Astoria,13609,Daniel,Queens,Astoria,40.707179,-73.912693,Private room,31,2,2,2024-01-26,0.27,1,148
27154,Entire home/apt in Elmhurst,13610,Nicholas,Queens,Elmhurst,40.685457,-73.89038,Entire home/apt,114,2,16,2024-08-26,16.0,1,351
27155,Private room in Jackson Heights,13611,Matthew,Queens,Jackson Heights,40.721795,-73.880751,Private room,82,1,23,2024-08-31,23.0,3,77
27156,Private room in Forest Hills,13611,Matthew,Queens,Forest Hills,40.748701,-73.861966,Private room,40,2,97,2024-08-30,97.0,3,297
27157,Entire home/apt in Long Island City,13611,Matthew,Queens,Long Island City,40.722228,-73.856938,Entire home/apt,169,1,13,2024-07-24,10.0,3,111
27158,Entire home/apt in Forest Hills,13612,Jennifer,Queens,Forest Hills,40.757489,-73.905515,Entire home/apt,99,3,7,2024-07-18,4.67,60,60
27159,Entire home/apt in Woodside,13612,Jennifer,Queens,Woodside,40.738168,-73.832426,Entire home/apt,122,1,19,2024-08-11,19.0,60,297
27160,Private room in Long Island City,13612,Jennifer,Queens,Long Island City,40.740074,-73.83859,Private room,44,7,38,2024-08-28,38.0,60,142
27161,Private room in Forest Hills,13612,Jennifer,Queens,Forest Hills,40.699455,-73.849052,Private room,50,1,13,2024-08-14,13.0,60,155
27162,Private room in Flushing,13612,Jennifer,Queens,Flushing,40.739693,-73.837483,Private room,30,1,46,2024-08-08,46.0,60,343
27163,Entire home/apt in Elmhurst,13612,Jennifer,Queens,Elmhurst,40.728687,-73.89981,Entire home/apt,92,2,31,2024-08-29,31.0,60,14
27164,Private room in Jackson Heights,13612,Jennifer,Queens,Jackson Heights,40.720474,-73.913253,Private room,20,2,1,2024-08-21,1.0,60,97
27165,Entire home/apt in Astoria,13612,Jennifer,Queens,Astoria,40.76414,-73.852153,Entire home/apt,84,2,16,2024-08-12,16.0,60,270
27166,Entire home/apt in Elmhurst,13612,Jennifer,Queens,Elmhurst,40.707777,-73.85299,Entire home/apt,116,1,3,2024-08-24,3.0,60,238
27167,Entire home/apt in Forest Hills,13612,Jennifer,Queens,Forest Hills,40.700245,-73.870806,Entire home/apt,182,2,48,2024-08-22,48.0,60,58
27168,Entire home/apt in Elmhurst,13612,Jennifer,Queens,Elmhurst,40.711143,-73.864579,Entire home/apt,158,3,0,,0.0,60,249
27169,Private room in Flushing,13612,Jennifer,Queens,Flushing,40.725113,-73.875196,Private room,99,1,18,2024-07-28,15.43,60,24
27170,Private room in Long Island City,13612,Jennifer,Queens,Long Island City,40.722308,-73.859728,Private room,75,1,49,2024-06-18,19.6,60,301
27171,Entire home/apt in Elmhurst,13612,Jennifer,Queens,Elmhurst,40.757939,-73.818319,Entire home/apt,231,2,7,2024-08-23,7.0,60,36
27172,Private room in Forest Hills,13612,Jennifer,Queens,Forest Hills,40.713805,-73.866669,Private room,73,1,19,2024-08-01,18.39,60,362
27173,Private room in Woodside,13612,Jennifer,Queens,Woodside,40.716997,-73.871727,Private room,63,30,11,2024-07-07,5.89,60,219
27174,Entire home/apt in Jackson Heights,13612,Jennifer,Queens,Jackson Heights,40.740868,-73.838915,Entire home/apt,98,7,43,2024-08-20,43.0,60,59
27175,Private room in Woodside,13612,Jennifer,Queens,Woodside,40.726526,-73.85837,Private room,38,1,0,,0.0,60,266
27176,Private room in Jamaica,13612,Jennifer,Queens,Jamaica,40.716988,-73.886231,Private room,48,5,67,2024-08-14,67.0,60,196
27177,Private room in Flushing,13612,Jennifer,Queens,Flushing,40.770787,-73.93006,Private room,71,30,9,2024-07-24,6.92,60,340
27178,Entire home/apt in Elmhurst,13612,Jennifer,Queens,Elmhurst,40.695379,-73.830279,Entire home/apt,126,5,14,2024-05-27,4.33,60,292
27179,Private room in Jamaica,13612,Jennifer,Queens,Jamaica,40.718587,-73.897762,Private room,67,30,8,2024-06-30,3.81,60,182
27180,Entire home/apt in Woodside,13612,Jennifer,Queens,Woodside,40.764914,-73.902874,Entire home/apt,126,1,26,2024-07-23,19.5,60,14
27181,Private room in Flushing,13612,Jennifer,Queens,Flushing,40.753672,-73.84353,Private room,96,2,15,2024-08-27,15.0,60,125
27182,Private room in Forest Hills,13612,Jennifer,Queens,Forest Hills,40.733926,-73.868332,Private room,66,5,73,2024-08-27,73.0,60,176
27183,Entire home/apt in Forest Hills,13612,Jennifer,Queens,Forest Hills,40.733774,-73.849239,Entire home/apt,125,14,5,2024-08-13,5.0,60,320
27184,Private room in Forest Hills,13612,Jennifer,Queens,Forest Hills,40.679489,-73.885195,Private room,64,2,10,2024-07-06,5.26,60,110
27185,Private room in Forest Hills,13612,Jennifer,Queens,Forest Hills,40.692565,-73.848339,Private room,49,3,17,2024-08-26,17.0,60,106
27186,Private room in Jamaica,13612,Jennifer,Queens,Jamaica,40.707982,-73.866724,Private room,103,2,14,2024-08-19,14.0,60,46
27187,Private room in Flushing,13612,Jennifer,Queens,Flushing,40.764551,-73.881126,Private room,81,3,1,2024-08-29,1.0,60,170
27188,Private room in Jackson Heights,13612,Jennifer,Queens,Jackson Heights,40.760369,-73.875736,Private room,80,5,7,2024-08-27,7.0,60,325
27189,Entire home/apt in Astoria,13612,Jennifer,Queens,Astoria,40.679099,-73.855719,Entire home/apt,152,30,34,2024-07-27,28.33,60,300
27190,Private room in Elmhurst,13612,Jennifer,Queens,Elmhurst,40.721826,-73.845002,Private room,132,2,3,2024-08-01,2.9,60,43
27191,Private room in Flushing,13612,Jennifer,Queens,Flushing,40.722298,-73.827545,Private room,61,30,26,2024-08-11,26.0,60,332
27192,Private room in Woodside,13612,Jennifer,Queens,Woodside,40.694949,-73.892958,Private room,81,5,13,2024-08-01,12.58,60,263
27193,Entire home/apt in Flushing,13612,Jennifer,Queens,Flushing,40.723356,-73.826018,Entire home/apt,133,5,0,,0.0,60,272
27194,Entire home/apt in Forest Hills,13612,Jennifer,Queens,Forest Hills,40.755102,-73.770251,Entire home/apt,133,1,27,2024-08-27,27.0,60,38
27195,Private room in Forest Hills,13612,Jennifer,Queens,Forest Hills,40.733707,-73.874897,Private room,43,1,12,2024-07-28,10.29,60,231
27196,Entire home/apt in Astoria,13612,Jennifer,Queens,Astoria,40.741683,-73.871209,Entire home/apt,131,7,7,2024-08-27,7.0,60,349
27197,Private room in Woodside,13612,Jennifer,Queens,Woodside,40.769552,-73.889306,Private room,24,1,15,2024-08-08,15.0,60,349
27198,Entire home/apt in Elmhurst,13612,Jennifer,Queens,Elmhurst,40.691943,-73.836504,Entire home/apt,172,3,5,2024-07-18,3.33,60,267
27199,Entire home/apt in Forest Hills,13612,Jennifer,Queens,Forest Hills,40.754064,-73.847216,Entire home/apt,124,1,35,2024-08-31,35.0,60,283
27200,Private room in Jackson Heights,13612,Jennifer,Queens,Jackson Heights,40.728584,-73.848876,Private room,17,1,0,,0.0,60,306
27201,Entire home/apt in Jamaica,13612,Jennifer,Queens,Jamaica,40.729063,-73.828151,Entire home/apt,177,3,77,2024-08-28,77.0,60,43
27202,Private room in Long Island City,13612,Jennifer,Queens,Long Island City,40.720052,-73.854015,Private room,83,2,9,2024-08-23,9.0,60,46
27203,Private room in Forest Hills,13612,Jennifer,Queens,Forest Hills,40.77859,-73.845533,Private room,109,1,43,2024-08-24,43.0,60,217
27204,Entire home/apt in Long Island City,13612,Jennifer,Queens,Long Island City,40.721621,-73.879099,Entire home/apt,96,1,58,2024-08-28,58.0,60,358
27205,Private room in Forest Hills,13612,Jennifer,Queens,Forest Hills,40.709761,-73.85513,Private room,46,1,12,2024-08-03,12.0,60,340
27206,Private room in Elmhurst,13612,Jennifer,Queens,Elmhurst,40.711142,-73.87296,Private room,56,14,66,2024-08-28,66.0,60,224
27207,Entire home/apt in Jamaica,13612,Jennifer,Queens,Jamaica,40.727161,-73.894713,Entire home/apt,117,1,31,2024-08-17,31.0,60,232
27208,Private room in Long Island City,13612,Jennifer,Queens,Long Island City,40.702142,-73.813519,Private room,61,5,26,2024-08-12,26.0,60,82
27209,Entire home/apt in Woodside,13612,Jennifer,Queens,Woodside,40.734329,-73.902472,Entire home/apt,197,1,15,2024-08-15,15.0,60,142
27210,Private room in Flushing,13612,Jennifer,Queens,Flushing,40.701315,-73.902004,Private room,21,2,7,2024-08-19,7.0,60,157
27211,Private room in Flushing,13612,Jennifer,Queens,Flushing,40.77802,-73.86789,Private room,81,30,36,2024-08-19,36.0,60,32
27212,Private room in Woodside,13612,Jennifer,Queens,Woodside,40.719521,-73.888439,Private room,66,1,34,2024-08-27,34.0,60,67
27213,Private room in Astoria,13612,Jennifer,Queens,Astoria,40.712474,-73.819378,Private room,84,5,25,2024-06-27,11.36,60,357
27214,Private room in Flushing,13612,Jennifer,Queens,Flushing,40.714157,-73.855603,Private room,88,1,11,2024-08-30,11.0,60,93
27215,Private room in Astoria,13612,Jennifer,Queens,Astoria,40.70951,-73.836028,Private room,15,5,0,,0.0,60,241
27216,Entire home/apt in Long Island City,13612,Jennifer,Queens,Long Island City,40.748324,-73.886616,Entire home/apt,151,3,28,2024-07-13,16.8,60,175
27217,Entire home/apt in Jamaica,13612,Jennifer,Queens,Jamaica,40.757719,-73.917323,Entire home/apt,134,2,11,2024-08-09,11.0,60,189
27218,Private room in Jamaica,13613,Steven,Queens,Jamaica,40.720355,-73.903577,Private room,104,14,15,2024-08-19,15.0,1,23
27219,Private room in Woodside,13614,Kevin,Queens,Woodside,40.730384,-73.854131,Private room,76,3,76,2024-08-29,76.0,30,94
27220,Entire home/apt in Woodside,13614,Kevin,Queens,Woodside,40.715642,-73.898631,Entire home/apt,215,1,1,2024-06-07,0.35,30,316
27221,Private room in Woodside,13614,Kevin,Queens,Woodside,40.692824,-73.880519,Private room,104,7,0,,0.0,30,113
27222,Private room in Woodside,13614,Kevin,Queens,Woodside,40.743219,-73.890238,Private room,63,3,8,2024-08-31,8.0,30,225
27223,Private room in Long Island City,13614,Kevin,Queens,Long Island City,40.763218,-73.857133,Private room,54,2,50,2024-07-15,31.25,30,213
27224,Entire home/apt in Elmhurst,13614,Kevin,Queens,Elmhurst,40.747464,-73.839865,Entire home/apt,69,2,12,2024-07-24,9.23,30,55
27225,Private room in Jamaica,13614,Kevin,Queens,Jamaica,40.75018,-73.936342,Private room,36,14,8,2024-08-26,8.0,30,124
27226,Entire home/apt in Flushing,13614,Kevin,Queens,Flushing,40.727598,-73.842039,Entire home/apt,15,2,27,2024-07-27,22.5,30,203
27227,Private room in Jackson Heights,13614,Kevin,Queens,Jackson Heights,40.717017,-73.887829,Private room,60,1,1,2024-08-13,1.0,30,187
27228,Private room in Long Island City,13614,Kevin,Queens,Long Island City,40.660679,-73.875935,Private room,51,2,42,2024-08-19,42.0,30,235
27229,Entire home/apt in Elmhurst,13614,Kevin,Queens,Elmhurst,40.713655,-73.8886,Entire home/apt,117,7,1,2024-08-03,1.0,30,269
27230,Private room in Astoria,13614,Kevin,Queens,Astoria,40.741856,-73.83002,Private room,40,5,153,2024-08-06,153.0,30,258
27231,Private room in Jackson Heights,13614,Kevin,Queens,Jackson Heights,40.745181,-73.859416,Private room,38,14,9,2024-08-31,9.0,30,59
27232,Private room in Astoria,13614,Kevin,Queens,Astoria,40.715548,-73.889596,Private room,33,2,25,2024-07-27,20.83,30,296
27233,Private room in Woodside,13614,Kevin,Queens,Woodside,40.740698,-73.825906,Private room,80,3,76,2024-08-31,76.0,30,16
27234,Entire home/apt in Forest Hills,13614,Kevin,Queens,Forest Hills,40.700848,-73.814276,Entire home/apt,162,1,19,2024-07-17,12.39,30,183
27235,Private room in Woodside,13614,Kevin,Queens,Woodside,40.711157,-73.915998,Private room,108,3,6,2024-08-16,6.0,30,8
27236,Entire home/apt in Jamaica,13614,Kevin,Queens,Jamaica,40.701194,-73.846588,Entire home/apt,100,5,6,2024-08-27,6.0,30,241
27237,Private room in Long Island City,13614,Kevin,Queens,Long Island City,40.725551,-73.834604,Private room,17,3,60,2024-08-29,60.0,30,341
27238,Hotel room in Jamaica,13614,Kevin,Queens,Jamaica,40.707449,-73.910794,Hotel room,241,1,11,2024-07-15,6.88,30,130
27239,Entire home/apt in Flushing,13614,Kevin,Queens,Flushing,40.678998,-73.8664,Entire home/apt,109,1,8,2024-07-14,4.9,30,78
27240,Entire home/apt in Woodside,13614,Kevin,Queens,Woodside,40.736735,-73.825339,Entire home/apt,224,5,24,2024-08-28,24.0,30,271
27241,Private room in Forest Hills,13614,Kevin,Queens,Forest Hills,40.740489,-73.871263,Private room,21,3,5,2024-08-06,5.0,30,162
27242,Private room in Woodside,13614,Kevin,Queens,Woodside,40.742586,-73.861044,Private room,35,7,22,2024-08-28,22.0,30,198
27243,Private room in Forest Hills,13614,Kevin,Queens,Forest Hills,40.750293,-73.851312,Private room,67,2,19,2024-08-10,19.0,30,29
27244,Private room in Forest Hills,13614,Kevin,Queens,Forest Hills,40.699927,-73.822881,Private room,54,3,6,2024-08-27,6.0,30,98
27245,Entire home/apt in Flushing,13614,Kevin,Queens,Flushing,40.737746,-73.878024,Entire home/apt,191,3,4,2024-03-27,0.76,30,184
27246,Private room in Jamaica,13614,Kevin,Queens,Jamaica,40.735819,-73.889204,Private room,116,7,21,2024-07-16,13.4,30,109
27247,Entire home/apt in Jamaica,13614,Kevin,Queens,Jamaica,40.731383,-73.796272,Entire home/apt,205,1,33,2024-07-27,27.5,30,189
27248,Entire home/apt in Forest Hills,13614,Kevin,Queens,Forest Hills,40.702169,-73.86724,Entire home/apt,193,1,38,2024-08-12,38.0,30,167
27249,Entire home/apt in Long Island City,13615,Daniel,Queens,Long Island City,40.750314,-73.810584,Entire home/apt,19,3,0,,0.0,1,309
27250,Entire home/apt in Forest Hills,13616,Angela,Queens,Forest Hills,40.702628,-73.83618,Entire home/apt,62,1,1,2024-05-10,0.26,1,60
27251,Private room in Jackson Heights,13617,Andrew,Queens,Jackson Heights,40.774811,-73.855038,Private room,45,1,50,2024-07-17,32.61,1,138
27252,Private room in Jackson Heights,13618,Kimberly,Queens,Jackson Heights,40.752277,-73.848452,Private room,86,3,33,2024-08-16,33.0,1,330
27253,Entire home/apt in Flushing,13619,Mark,Queens,Flushing,40.760625,-73.849557,Entire home/apt,162,3,10,2024-08-30,10.0,2,123
27254,Shared room in Elmhurst,13619,Mark,Queens,Elmhurst,40.718854,-73.837839,Shared room,57,5,14,2024-08-11,14.0,2,270
27255,Private room in Elmhurst,13620,Joshua,Queens,Elmhurst,40.741562,-73.933689,Private room,124,1,2,2024-08-25,2.0,1,50
27256,Entire home/apt in Woodside,13621,Brian,Queens,Woodside,40.734263,-73.883341,Entire home/apt,111,14,15,2024-08-26,15.0,3,302
27257,Entire home/apt in Elmhurst,13621,Brian,Queens,Elmhurst,40.740291,-73.851322,Entire home/apt,120,1,3,2024-05-14,0.82,3,201
27258,Private room in Elmhurst,13621,Brian,Queens,Elmhurst,40.721533,-73.909612,Private room,37,3,42,2024-08-31,42.0,3,231
27259,Entire home/apt in Forest Hills,13622,Paul,Queens,Forest Hills,40.723606,-73.871706,Entire home/apt,57,2,4,2024-08-21,4.0,1,224
27260,Private room in Elmhurst,13623,Eric,Queens,Elmhurst,40.750445,-73.820807,Private room,15,1,5,2024-08-30,5.0,1,256
27261,Private room in Astoria,13624,Amanda,Queens,Astoria,40.764207,-73.864679,Private room,53,1,10,2024-05-14,2.73,1,19
27262,Private room in Elmhurst,13625,Ashley,Queens,Elmhurst,40.716748,-73.855989,Private room,72,1,18,2024-08-03,18.0,1,312
27263,Private room in Jackson Heights,13626,John,Queens,Jackson Heights,40.72431,-73.840141,Private room,38,1,6,2024-04-11,1.26,1,273
27264,Entire home/apt in Jamaica,13627,Ryan,Queens,Jamaica,40.708086,-73.881932,Entire home/apt,22,2,55,2024-08-27,55.0,1,84
27265,Entire home/apt in Jamaica,13628,Angela,Queens,Jamaica,40.715889,-73.862374,Entire home/apt,94,1,39,2024-07-30,35.45,2,1
27266,Entire home/apt in Elmhurst,13628,Angela,Queens,Elmhurst,40.745661,-73.919117,Entire home/apt,246,3,21,2024-06-29,9.84,2,317
27267,Private room in Flushing,13629,Jason,Queens,Flushing,40.754036,-73.846928,Private room,67,5,27,2024-08-25,27.0,1,219
27268,Private room in Forest Hills,13630,Elizabeth,Queens,Forest Hills,40.702683,-73.884017,Private room,33,3,13,2024-07-07,6.96,1,1
27269,Entire home/apt in Astoria,13631,Cynthia,Queens,Astoria,40.737745,-73.88272,Entire home/apt,85,5,19,2024-08-07,19.0,1,281
27270,Private room in Astoria,13632,Jeffrey,Queens,Astoria,40.714513,-73.889717,Private room,53,7,24,2024-07-23,18.0,2,173
27271,Entire home/apt in Elmhurst,13632,Jeffrey,Queens,Elmhurst,40.710783,-73.827096,Entire home/apt,181,30,9,2024-08-18,9.0,2,12
27272,Entire home/apt in Jamaica,13633,David,Queens,Jamaica,40.72156,-73.792945,Entire home/apt,111,2,6,2024-06-23,2.57,1,343
27273,Entire home/apt in Jackson Heights,13634,Mark,Queens,Jackson Heights,40.747139,-73.850072,Entire home/apt,15,30,5,2024-08-20,5.0,1,310
27274,Private room in Jamaica,13635,Emily,Queens,Jamaica,40.741418,-73.886667,Private room,74,1,133,2024-08-30,133.0,1,32
27275,Private room in Forest Hills,13636,Donald,Queens,Forest Hills,40.736209,-73.810701,Private room,88,2,2,2024-08-26,2.0,1,66
27276,Entire home/apt in Flushing,13637,Jeffrey,Queens,Flushing,40.720014,-73.905204,Entire home/apt,221,1,5,2024-03-23,0.93,1,89
27277,Entire home/apt in Forest Hills,13638,Christina,Queens,Forest Hills,40.747761,-73.841588,Entire home/apt,114,7,33,2024-08-02,33.0,1,179
27278,Private room in Astoria,13639,Lauren,Queens,Astoria,40.709414,-73.892243,Private room,15,14,8,2024-05-31,2.58,1,96
27279,Private room in Jackson Heights,13640,Jeffrey,Queens,Jackson Heights,40.696854,-73.801947,Private room,61,1,98,2024-08-31,98.0,1,51
27280,Entire home/apt in Jackson Heights,13641,Christina,Queens,Jackson Heights,40.741152,-73.81401,Entire home/apt,207,30,6,2024-08-11,6.0,1,66
27281,Entire home/apt in Woodside,13642,Jennifer,Queens,Woodside,40.744604,-73.872426,Entire home/apt,92,30,2,2024-06-11,0.73,1,123
27282,Private room in Long Island City,13643,Brian,Queens,Long Island City,40.768656,-73.836567,Private room,95,1,10,2024-05-31,3.23,1,115
